,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,소재,재질,팔걸이,등받이,종류,인테리어
628,863,184634,"리빙공감 접이식 수납 스툴 직사각형 40 x 25 x 25 cm, 그레이",15150,5221133645,True,0,5.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
629,864,184634,"삼익가구 [삼익가구]파트라 원형 원목 스툴 화장대 의자, 오트밀",14900,1195611013,False,62,4.0,28.0,False,삼익가구,착불배송,28.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
630,865,184634,"mall2018 B28 원목스툴 스툴의자 온이케아 카페 미니 원목의자, 1227125",14950,1423701453,False,0,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,원목,NULL,NULL,NULL,NULL
631,866,184634,"에코팩토리 북유럽 카페 인테리어 식탁 의자, 그레이",46300,5030819482,False,32,4.0,16.0,False,에코팩토리,0,16.0,45*77*41,NULL,플라스틱,플라스틱,팔걸이없음,등받이있음,NULL,NULL
632,870,184634,"오에이데스크 큐티 쿠션 의자 2p, 블랙",21800,179229645,True,38,4.0,39.0,False,,0,8.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
633,871,184634,"크렌시아 딜라이트 아이니 수납 벤치 스툴 800/1200, 메이플",44000,5010372408,False,55,5.0,3.0,False,크렌시아,착불배송,3.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이없음,스툴/화장대의자,NULL
634,874,184634,IKEA 이케아 BEKVAM step stool 계단식 스툴,17930,40888952,False,0,4.5,80.0,False,,착불배송,13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,내추럴
635,876,184634,"- 등받이의자 편의점의자 식당의자 비치파라솔의자 야외의자, 빨강",11900,2786050,False,0,4.5,27.0,False,,착불배송,2.0,NULL,레드,플라스틱,플라스틱,NULL,NULL,식탁의자,NULL
636,877,184634,"상도가구 미스터츄 의자 2p, 라일락 그레이",43200,25364588,True,22,4.0,142.0,False,상도가구,0,34.0,540 x 530 x 730mm,그레이,NULL,플라스틱,NULL,NULL,NULL,NULL
637,878,184634,"업소용 카페의자 북유럽 인테리어 메이크업 포인트 의자, dosn체어(옐로우)",36800,4882613639,False,2,5.0,1.0,False,더준,0,1.0,NULL,NULL,NULL,NULL,NULL,등받이있음,스툴/화장대의자,모던/심플
638,880,184634,"라로퍼니처 그라나다 원목 2인용 벤치 식탁의자 실내벤치, 단품",89900,1160500621,False,55,4.5,8.0,False,,착불배송,8.0,NULL,브라운,우드,NULL,NULL,등받이있음,벤치형의자,내추럴
639,881,184634,"골드 벨벳 퀄팅 인테리어 의자, 핑크",59900,5398204873,False,40,1.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이있음,스툴/화장대의자,북유럽
640,882,184634,"힐스 인테리어 디자인 골드벨벳 카페 화장대 식탁의자, 핑크",53650,5253495070,True,13,3.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,NULL,NULL
641,883,184634,"[모아가구] [피아노의자 디자인의자 인테리어의자] 실내벤치, 카키",38000,90006875,False,0,4.0,37.0,False,,0,19.0,"1,000*400*440",그린,NULL,철제 인조가죽,NULL,NULL,NULL,모던/심플
642,884,184634,디데이마트 가구 의자 바퀴 캐스타,1400,28921046,False,0,4.0,73.0,False,,"3,000",26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,885,184634,"오에이데스크 받달 의자 2p, 옐로우",26580,179229620,True,40,4.0,21.0,False,,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
644,887,184634,"소프트유가구 화장대 인테리어 스툴 의자 고스트스툴 보조의자, 투명",36000,2029752273,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,기타,NULL,NULL,NULL,NULL,NULL
645,888,184634,"인홈즈 쿠션 2인용 벤치의자 식탁의자, 블랙",34900,2353946276,False,12,4.0,15.0,False,,0,15.0,NULL,블랙,인조/천연가죽,NULL,NULL,등받이없음,NULL,모던/심플
646,889,184634,"오에이데스크 등받이 의자 2p, 블랙",23230,179229628,True,21,4.0,50.0,False,,0,26.0,NULL,블랙,기타,NULL,NULL,등받이있음,접이식의자,NULL
647,890,184634,"센스팟 1인용 리클라이너 각도조절 좌식소파, 브라운",33260,4880055790,True,24,4.5,5.0,False,,0,5.0,"가로 52cm, 높이 110cm, 두께 13cm",NULL,패브릭,패브릭,팔걸이없음,NULL,NULL,NULL
648,891,184634,"신원 루카스 수납 쿠션 화장대의자, 베이지",24500,1662162108,True,0,5.0,1.0,False,,0,1.0,NULL,베이지,패브릭,NULL,NULL,등받이없음,NULL,NULL
649,894,184634,"바네스데코 피케 접이식 수납스툴 패브릭 의자 S, 베이지",15080,271489809,True,0,4.5,9.0,False,바네스데코,0,2.0,S(38 x 38 x 38 cm),베이지,NULL,패브릭,NULL,NULL,NULL,NULL
650,896,184634,"제스파 이지릴렉스 안마의자 ZP1995, 혼합 색상",61400,113554017,True,0,4.5,15.0,False,제스파,0,9.0,NULL,브라운,패브릭,NULL,NULL,NULL,접이식의자,모던/심플
651,897,184634,"파란들 피에타 LPM 1000 벤치 의자 겸 다용도 테이블, 멀바우",29900,58509697,False,0,4.5,92.0,False,파란들,착불배송,8.0,NULL,브라운,우드,NULL,NULL,등받이없음,벤치형의자,내추럴
652,898,184634,"유니마망 캥거루벨트 어깨벨트형 부스터, 릴리",28500,52695115,True,9,4.5,284.0,False,유니마망,0,17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
653,899,184634,리바트 베이킹 원목 바스툴,56080,30243949,False,37,4.5,38.0,False,리바트,0,23.0,NULL,브라운,우드,NULL,NULL,등받이없음,홈바/아일랜드식탁의자,NULL
654,900,184634,"이케아 NISSE 접이식 의자, 그린",22700,1336063,False,0,4.5,91.0,False,이케아,"4,000",13.0,NULL,NULL,철제,NULL,NULL,NULL,.,NULL
655,903,184634,"21세기트랜드 007B 등무 작업의자 로라, 블랙",49800,25908738,False,0,4.0,118.0,False,21세기트랜드,0,12.0,400 x 400 x 610 mm,블랙,인조/천연가죽,인조가죽,NULL,등받이없음,NULL,NULL
656,904,184634,"파로마 파이 골드 벨벳 스툴, 아이보리",34900,1805169593,False,55,5.0,3.0,False,파로마,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
657,905,184634,"와이디엄 등받이 접이식 자세교정 좌식의자 UM-CH11, UM-CH11_화이트/차콜",39900,2112209064,True,0,4.5,13.0,False,,0,13.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,NULL,모던/심플
658,906,184634,"야마토야 아펠 트레이 하이체어, 라벤더그레이",184140,14913080,True,40,4.5,77.0,False,야마토야,0,14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,907,184634,"웰퍼니쳐 오로라 아쿠아텍스 패브릭 3인용 소파 스툴세트 방문설치, 노블핑크",423400,4322748207,True,0,5.0,11.0,False,웰퍼니쳐,0,11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,908,184634,"929 유아용 SHA 휴대용 캠핑의자, 아이보리",31500,5221367406,True,0,4.5,3.0,False,929,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,909,184634,"마켓플랜 휴대용 접이식 의자 S 4p, 블랙",23900,5116418006,True,0,5.0,3.0,False,,0,3.0,S(25 x 19 cm),NULL,NULL,NULL,팔걸이없음,NULL,NULL,NULL
662,910,184634,"프린스케이퍼니처 접의식의자 1+1 패브릭 접의자, 그린",39820,1748618909,False,0,5.0,7.0,False,,0,7.0,NULL,그린,패브릭,NULL,팔걸이없음,등받이있음,NULL,NULL
663,911,184634,"블루밍홈 루터 42단 각도조절 등받이 팔걸이 1인 좌식의자 2 COLOR 패브릭, 루터_그레이ⓘP823603ⓟ",64170,1086470050,False,34,4.5,22.0,False,블루밍홈,"6,000",16.0,NULL,그레이,NULL,NULL,팔걸이있음,NULL,NULL,북유럽
664,913,184634,"베스트가구 압축 의자부속품 유압봉 B형 168-37, 혼합색상",10500,2287029033,True,12,4.5,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665,914,184634,"한화 L&C 한화정품 EPP 충전재 50L 60L 빈백 소파 쿠션 알갱이 방석 매트 강아지 펫 베게, 50L X 1PACK",11000,26432488,False,0,4.5,189.0,False,,0,17.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666,916,184634,"토미 체어 인테리어 홈카페 의자, 그레이",29900,5398396650,False,57,4.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이있음,스툴/화장대의자,북유럽
667,917,184634,"아이베란다 A자 철재다리 철재벤치다리(개당판매), 300size(테이블용)",38500,12750158,False,0,4.5,61.0,False,,"5,000",23.0,NULL,블랙,NULL,철제,NULL,NULL,NULL,NULL
668,919,184634,"쇼신 그라치아 빈백소파 S, 옐로우",42500,1077163975,True,0,4.0,67.0,False,,0,53.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
669,921,184634,"의자다리수리, 스테인리스 오발",14080,280031049,False,12,4.5,6.0,False,미스터홈,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
670,923,184634,"블루밍홈 네이쳐안락의자 세트, 와인",74800,1181064,False,26,4.5,213.0,False,블루밍홈,0,47.0,NULL,레드,패브릭,패브릭,NULL,NULL,안락의자,NULL
671,924,184634,"가팡 플라스틱 접이식 의자 IYNA035, 1번",32900,2270235912,True,0,5.0,1.0,False,가팡,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,926,184634,"21세기트랜드 의자부품 다양한 의자 바퀴(로라 고정), 우레탄바퀴(10mm나사타입)",1100,2724038,False,44,4.0,75.0,False,21세기트랜드,0,10.0,NULL,블랙,NULL,우레탄,NULL,NULL,NULL,NULL
673,927,184634,"아이리스 360도 회전형 1인 릴렉스체어 WAC-K, 그레이",80000,71716037,True,0,4.5,70.0,False,아이리스,0,19.0,61 x 73 x 68 cm,그레이,NULL,패브릭,NULL,NULL,NULL,NULL
674,929,184634,리바트 그로잉 의자 발받침대,22540,297612027,False,2,5.0,9.0,False,리바트,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,930,184634,"비앤비 몸과 마음 모두 릴렉스~! 야외용 흔들 그네의자, 02_그네의자QA1074",239000,60991326,False,0,5.0,7.0,False,비앤비,0,4.0,NULL,NULL,기타,NULL,팔걸이있음,등받이있음,야외용의자,NULL
676,931,184634,"마켓비 ZIANY 접이식 의자 KS1057ST, 블루",32300,1681314661,False,5,4.0,389.0,False,마켓비,0,32.0,NULL,NULL,NULL,NULL,NULL,등받이있음,NULL,NULL
677,932,184634,미코 미코아기식탁의자전용 패브릭커버,15900,179506063,False,0,5.0,3.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,935,184634,"덕힙 무지 집순이 빈백 1인용 뒹굴러 좌식 쇼파 의자, 핫핑크",57900,5059533061,False,0,5.0,4.0,False,,"7,000",4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,936,184634,"스위트 원형 화장대 의자, 블루",17120,5374452038,True,0,4.5,12.0,False,파로마,0,6.0,310 x 450 mm,블루,패브릭,NULL,NULL,NULL,NULL,NULL
680,937,184634,"이케아 MARIUS 스툴 의자 철제 간이 보조 의자, MARIUS 블랙",8800,1935804027,False,0,4.5,12.0,False,이케아,착불배송,8.0,NULL,NULL,플라스틱,NULL,NULL,NULL,NULL,NULL
681,939,184634,"엠파이어 볼트 우레탄 의자바퀴 A12BM12B 5p, 검정",6180,190607559,True,0,4.0,7.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
682,942,184634,"도리퍼니처 솔리드 스툴, 블랙",23500,18138592,False,0,5.0,60.0,False,도리퍼니처,0,13.0,36cmx36cmx45cm,블랙,NULL,철제,NULL,NULL,NULL,NULL
683,944,184634,"에시앙 아기의자 풀옵션 + 크라운 라이너 세트, 의자(메탈그레이), 카트트레이(메탈그레이), 크라운라이너(체리봉봉 아이보리)",137250,5263662343,False,23,5.0,1.0,False,에시앙,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,아동용의자,NULL
684,947,184634,"제이에스리빙 간이 보조 캠핑 접이식 이동식 의자 차박 베란다 캠핑 테이블 폴딩 낚시 야외 등산 계곡 레저 바베큐 야외 실내 35x30x34, 그레이(단품)",4000,316002787,False,9,4.5,4.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,948,184634,"제일상사 이쁜이 탄탄 접이의자 특대 29x22x45(cm), 색상랜덤",12500,110149808,False,21,4.5,31.0,False,,0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,접이식의자,모던/심플
686,950,184634,"세원비닐 작업의자 작업방석 2호 3호 안순이, 안순이2호(파랑)",49000,91948078,False,0,4.5,28.0,False,세원비닐,"3,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,모던/심플
687,951,184634,"비엠코리아 사각 보조의자 (1인) 스툴, 브라운",24900,173449101,False,0,4.5,9.0,False,,0,7.0,NULL,브라운,인조/천연가죽,인조가죽,NULL,NULL,NULL,NULL
688,953,184634,"창신정밀 바퀴달린 보조의자 병원의자 상담실의자 프론트의자, 블랙",18200,175246925,False,13,4.0,18.0,False,,착불배송,13.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
689,954,184634,"블루밍홈 포터 게이밍 14단 각도조절 등받이 좌식의자 4 COLOR 패브릭 코시라쿠 기어, 브라운ⓘP823181ⓟ",43900,324650917,False,26,4.5,55.0,False,블루밍홈,"6,000",32.0,NULL,브라운,NULL,NULL,NULL,NULL,NULL,북유럽
690,955,184634,"그뤠잇라이프 접이식 스툴 디딤대 소 2p, 옐로우",15840,1929279735,True,0,4.5,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
691,956,184634,"에보니아 147 에어레더 빈백소파, 다크블루",101340,1831459565,True,0,5.0,18.0,False,에보니아,0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
692,957,184634,"아기의자 P-Edition+클라우드2종(베개+라이너) 유아 이유식의자, 에곤뉴트럴/메탈그레이:옐로우",126900,1634874947,False,20,5.0,9.0,False,에시앙,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
693,958,184634,"접이식침대 점심 휴식 낮잠 사무실 등받이 침대 싱글라이프 필수 간이식 무중력 꿀잠 1인작업 기숙사 언택트 필수템, N",58900,1571775253,False,75,4.0,5.0,False,,0,5.0,NULL,그레이,NULL,NULL,팔걸이있음,등받이있음,안락의자,NULL
694,959,184634,"무중력의자 컵홀더, 컵선반",6900,1371043384,False,12,4.0,10.0,False,무중력의자,0,9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
695,962,184634,"이안에다있다 농사 및 다용도 작업방석, 중",7000,115154590,False,0,4.5,24.0,False,,"3,000",10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
696,963,184634,"나인홈 벤치의자 식탁 1인 2인용 멀바우 빈티지, 1인_멀바우벤치의자(WWC2098-BK)",26900,4759138394,False,3,5.0,4.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
697,964,184634,[베이비캠프]곰돌이 유아용 미니식탁의자,39000,15379305,False,22,4.5,144.0,False,베이비캠프,0,20.0,NULL,NULL,NULL,원목/목재,NULL,NULL,NULL,NULL
698,966,184634,"베스트리빙 제시 3인용 벤치, 월넛",95920,1548542415,True,16,3.5,24.0,False,베스트리빙,0,24.0,NULL,브라운,인조/천연가죽,NULL,NULL,등받이있음,벤치형의자,내추럴
699,967,184634,"작업의자 높낮이조절 보조의자 진찰용 병원의자 미용실 실험실의자, 163검정 고정바퀴",19300,5180724579,False,0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
700,968,184634,"접이식 보조의자 이동식 간이 작은 플라스틱 의자, 상세 참조",9010,5386970554,False,50,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
701,969,184634,"스툴스 간편 접이식 의자 L, 화이트",16250,5278809072,True,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
702,970,184634,"가구느낌 보조의자 대형, 블랙",14900,1312297732,False,29,4.5,122.0,False,가구느낌,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,973,184634,동글뱅이의자 바퀴의자 앉은뱅이의자 작업/ 청소/ 쿠션왕,20500,5012155129,False,18,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,974,184634,"버드시아 점보 쿠션 아기의자, 고급보라",80570,12583879,False,0,4.5,38.0,False,버드시아,0,15.0,39 x 35 cm,NULL,NULL,폴리우레탄,NULL,NULL,NULL,NULL
705,975,184634,"뉴타임즈9 1인용 게으름뱅이 바나나 벤치 흔들의자 소파 D5e14 A9, 옐로우",75000,1333192912,False,11,5.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
706,976,184634,"가구앤하우스 줄리엣 플라스틱 디자인 업소용 카페 식당 식탁 의자 (8colours), 옐로우",23900,285876599,False,81,5.0,7.0,False,,착불배송,7.0,NULL,옐로우,NULL,플라스틱,팔걸이없음,NULL,NULL,NULL
707,978,184634,"나인홈 엠보싱 회전 좌식 의자 소 등받이 쿠션감, 엠보싱회전좌식의자(소)_블랙(WW101-1)",23300,38053885,False,0,4.5,25.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,모던/심플
708,979,184634,티비엠코리아 DIY 대나무 원목 스툴,12800,5353220279,True,0,5.0,1.0,False,,0,1.0,36 x 34 cm,NULL,NULL,NULL,NULL,등받이없음,스툴/화장대의자,NULL
709,980,184634,"BS건강 5단 접이식 멀티폴딩체어 안마기 의자, 전용의자",41900,50587269,False,0,4.5,124.0,False,,0,7.0,NULL,블랙,NULL,NULL,NULL,5단계이상,NULL,모던/심플
710,981,184634,Tree 드베이 네츄럴 보조의자 24 x 20 x 24 cm,13880,4987302091,True,0,4.0,2.0,False,,0,1.0,"가로 24cm, 세로 20cm, 높이 24cm",NULL,NULL,원목,팔걸이없음,등받이없음,NULL,NULL
711,982,184634,"일루일루 실론 풋 스툴 5색상, NATURAL (네추럴)",26900,18761765,False,0,4.5,38.0,False,일루일루,0,21.0,51*44*42,NULL,NULL,원목,NULL,NULL,NULL,NULL
712,983,184634,"(시즌2) 3DV 5C의자 NEW 원형의자 무소음바퀴 좌식 바닥 등받이없는 낮은스툴, 121/블랙",19800,2044227453,False,13,5.0,7.0,False,,"2,700",7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
713,984,184634,"블루밍홈 코어 리클라이너G 소파, G 브라운",37900,224642333,False,0,4.5,56.0,False,블루밍홈,"7,000",29.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,좌식의자,NULL
714,986,184634,"코코리에또 프린 1인용 바른자세 유아 소파, 우드",129000,1639484143,True,9,5.0,16.0,False,리에또,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,기타,키즈/캐릭터
715,989,184634,"원형의자 간이의자 진찰용의자 환의자 병원의자 빵의자 보조의자 회전의자 카운터의자, 미니등받이스툴-검정",29700,154598329,False,0,4.5,6.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
716,990,184634,"디닷컴퍼니 인테리어 스툴 컬러 의자, B10-컬러의자 블루",16900,5256842286,False,32,4.0,6.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
717,991,184634,"더플로우 무지개 라운드 발 받침대, 그린",28900,4977849190,True,0,3.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
718,992,184634,"뽀로로 NEW 피카부 1인 유아소파, 플라워파스텔블루",52000,1197754318,False,0,5.0,9.0,False,뽀로로,"4,000",6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
719,993,184634,행복한세상 가든 사각의자,13910,3688178,True,30,4.0,193.0,False,,0,46.0,24.5 x 19.5 x 23 cm,브라운,NULL,NULL,NULL,NULL,NULL,내추럴
720,995,184634,"가팡 철제 폭신한 원형 화장대 의자, 블루 블랙형",33870,1730937021,True,0,3.5,2.0,False,가팡,0,2.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이없음,스툴/화장대의자,NULL
721,996,184634,"악마체어 이동이 쉬운 야외 썬텐의자 썬베드 휴식의자 캠핑의자 벤치, 블루(파랑)",34900,94880925,False,0,4.5,15.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
722,998,184634,"[노노스 인테리어] [의자 바퀴], 오토브레이크바퀴",510,4988957,False,0,4.0,142.0,False,,"3,000",5.0,NULL,블랙,NULL,NULL,NULL,NULL,NULL,NULL
723,999,184634,"일룸 반달 아코 유아동소파, 혼합 색상",95040,1357092661,True,4,5.0,17.0,False,일룸,0,6.0,NULL,NULL,NULL,인조가죽,NULL,NULL,NULL,NULL
724,1000,184634,"쇼신 푸투룸 스툴의자, 그레이",29500,1353237308,True,0,4.5,6.0,False,,0,5.0,NULL,NULL,기타,NULL,NULL,NULL,NULL,NULL
725,1002,184634,"베스트리빙 [리퍼브상품]독특한 디자인으로 인테리어에 포인트가 되는 클레오 의자, 블랙",20900,1496069111,False,78,,,False,베스트리빙,"10,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
726,1003,184634,"체어스코 플로 접이식 등받이 좌식의자, 베이직 블랙",19900,5510212845,False,75,,,False,체어스코,"4,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
727,1004,184634,"체어스코 플로 접이식 등받이 좌식의자, 메쉬 블랙",29900,5510169433,False,75,,,False,체어스코,"4,000",,NULL,NULL,NULL,NULL,NULL,등받이있음,자세교정형,모던/심플
728,1005,184634,"인홈즈 원형보조의자, 원형의자(소)(블랙)",11500,33340928,False,0,4.0,8.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
729,1006,184634,"이케아 POANG 어린이 암체어, 내츄럴",51900,1375679,False,0,4.5,11.0,False,이케아,0,1.0,47 x 60 x 38 cm,베이지,원목,NULL,NULL,NULL,인테리어의자,
730,1007,184634,"등나무 라탄 스툴 미니테이블 화분대 인테리어소품, C (높이 30cm 폭 30cm)",20000,1565502818,False,0,4.0,7.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
731,1009,184634,"코리안파워 201바퀴형, 201바퀴형레드",19900,106574545,False,0,4.0,7.0,False,,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
732,1012,184634,"보니타빈백 정품충전재120L 빈백충전재 충전재리필 쿠션충전재 리필보충재, 하양",26900,78047164,False,0,4.0,9.0,False,,"7,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
733,1013,184634,"튼튼한 접이식의자 회의실 강당 학교 교회 행사용 야외 인테리어 등받이 의자, 화이트_L3W",12000,1509911733,False,0,4.5,3.0,False,,"6,600",3.0,450X445X800mm,NULL,NULL,플라스틱,NULL,NULL,NULL,모던/심플
734,1014,184634,"LINU 리누 빈백 등쿠션 스툴 허니홈 세트, 민트",134900,5032874492,False,35,5.0,17.0,False,,0,17.0,90*85*70cm,그린,NULL,패브릭,NULL,NULL,NULL,북유럽
735,1016,184634,"더조아 써클체어 고정형, 블랙",18200,4711881578,True,8,4.5,14.0,False,,0,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
736,1019,184634,"플로바움 보조스툴 쇼파 스툴, 초코브라운(S845)",68000,5201859215,False,43,5.0,1.0,False,플로바움,착불배송,4.0,NULL,브라운,NULL,인조가죽,NULL,NULL,NULL,NULL
737,1023,184634,"까사마루 노블레 MDF 접이식 의자, 오크",19900,2240321109,True,0,3.5,13.0,False,까사마루,0,13.0,NULL,NULL,기타,NULL,NULL,등받이있음,접이식의자,NULL
738,1025,184634,"마켓비 ENITO 고무나무 원목의자, 내추럴",57400,1942458471,True,11,3.5,12.0,False,마켓비,0,11.0,NULL,NULL,우드,NULL,NULL,등받이있음,식탁의자,NULL
739,1026,184634,"마스터체어 카르텔 식탁의자 카페 식당 디자인체어, 그레이",23900,1825263773,False,0,4.0,8.0,False,,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
740,1027,184634,"베스트리빙 브랜슨 페브릭 벤치 B TYPE, 월넛",50360,1552139233,True,3,4.5,6.0,False,베스트리빙,0,6.0,NULL,브라운,패브릭,NULL,NULL,등받이없음,벤치형의자,모던/심플
741,1029,184634,"JIVA 앉은뱅이의자 좌식 각도조절 등받이 의자 접이식 1인용 식당 침대 입식 바닥 인테리어 작업, 블루",25500,4315343365,False,10,4.5,31.0,False,,0,31.0,NULL,NULL,패브릭,NULL,팔걸이없음,NULL,좌식의자,NULL
742,1030,184634,"접이식 폴딩의자 - 아코디언의자-접이식의자 폴딩체어 여행용의자 캠핑의자 낚시의자 간이의자 의자, 1개, 빨간색",13390,2136498634,False,0,4.0,32.0,False,,0,32.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,NULL,NULL
743,1034,184634,"베스트리빙 모디디 징기스칸 3인 벤치, 모카브라운",51500,177129874,True,2,4.0,39.0,False,베스트리빙,0,18.0,NULL,브라운,인조/천연가죽,NULL,NULL,등받이없음,벤치형의자,내추럴
744,1036,184634,"오에이데스크 나무 원형 의자 2p, 블랙",18800,179229655,True,29,4.5,36.0,False,,0,30.0,NULL,블랙,기타,NULL,팔걸이없음,등받이없음,NULL,NULL
745,1037,184634,"일룸 디즈니 설리 아코 유아소파, 혼합 색상",115200,83938008,True,4,5.0,42.0,False,일룸,0,9.0,NULL,NULL,NULL,인조가죽,NULL,NULL,NULL,NULL
746,1039,184634,"하늘창가구 카디프암체어 라탄의자 카페의자 천연라탄 인테리어 거실, 카디프암체어-내츄럴",74000,4388712756,False,24,5.0,2.0,False,하늘창가구,0,2.0,NULL,베이지,NULL,라탄,팔걸이있음,NULL,NULL,내추럴
747,1040,184634,"21세기트랜드 애니멀 체어 양, 아이보리",53900,25908786,True,31,4.5,61.0,False,21세기트랜드,0,10.0,67 x 33 x 46 cm,화이트,NULL,"인조가죽,패브릭 외",NULL,NULL,아동용의자,NULL
748,1041,184634,"퍼니코 아동용 코코미니 가죽소파베드, 크림화이트",99000,48684231,False,41,4.0,49.0,False,퍼니코,0,5.0,NULL,화이트,NULL,인조가죽,NULL,NULL,NULL,키즈/캐릭터
749,1043,184634,"마티노가구 원목 화장대의자, 월넛",29470,5049620163,True,0,4.0,1.0,False,마티노가구,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
750,1045,184634,"이쁜이 탄탄 접이의자 유아의자, 이쁜이 탄탄 접이의자 등받이(소)_색상랜덤",5500,183699854,False,0,4.5,21.0,False,,0,7.0,21cm x 18.5cm x 33cm,그린/브라운,NULL,플라스틱,NULL,NULL,NULL,내추럴
751,1046,184634,"이쁜이 탄탄 접이의자 유아의자, 이쁜이 탄탄 접이의자(소)_색상랜덤",3500,15256269,False,0,4.5,18.0,False,,0,7.0,21cm x 17cm x 18cm,그린/브라운,NULL,플라스틱,NULL,NULL,NULL,내추럴
