,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,인테리어,방식,각도조절
387,480,184624,"1인용리클라이너 소파 1인의자 캐주얼한 침대 위에 놓인 자취생 다다미 1인 침실 방석 다, 21 꽃잎 핑크",144800,5530415124,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,481,184624,"각도조절 접이식 리클라이너 수유의자 등받이 1인 수유소파 접으면 산모 의자 뜯는다, 10 스트라이프(빅사이즈)",242500,5459236473,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,482,184624,"켈리바바 일본식 앉은뱅이 좌식의자 1인용 접이식 저상형쇼파, Type 26 하단 이미지 참조",79200,4891635904,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,483,184624,"Royalways 4pcs 헤드 레스트 교체 베개 쿠션 접이식 라운지 의자 블랙, 패브릭",19120,5308035759,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,484,184624,"제조업자 발마사지 전동 안락의자 목욕탕 센터 휴식 족욕을 함 발을씻다, 보라색 있음 손잡이 버튼 usb 타입",488800,4504008485,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,485,184624,"제조업자 발마사지 전동 페디큐어 귀파개 족욕을 함 발을씻다 레터링네일아트 미, US 주문 제작금",465500,5185412921,False,17,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,486,184624,"오직구 건 커버 6스툴 놓다 만들다 발톱 네일숍 전용 콘솔의자 발마사지 두, 다크 진홍 마소재",81800,4724128896,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,487,184624,"와이드 집 가정용 소형평형 싱글 등받이 백미러 캐쥬얼 베란다 G의자, 뜯어 빨다 뜯어 빨다",44500,5535118574,False,20,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
395,488,184624,"리클라이너의자 누울수있는의자 .수면의자 가정용 공간절약 조절가능 거실 접이식 낮잠의자 대박, T16-와이드발판 72cm(사각파이프 특허 대형 알루미",109300,2362705401,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
396,489,184624,"달팽이 1인용 베드 패브릭 1인 리클라이너 쇼파 소파 425151, AJ",303000,5591572576,False,0,,,False,,"9,900",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,490,184624,"리클라이너 소파 모듈 흔들 의자 맞춤 제작 북유럽 경사의자 넷 레드is 거실 레지던스, 오류 발생시 문의 ( 셀러마켓1213 )",1218000,5206626809,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,491,184624,"쇼파 의자 리클라이너 1인용 패브릭 풋스툴 회전 안락의자 거실 모유수유, 베이지색",237800,5270286420,False,41,,,False,,0,,NULL,NULL,NULL,패브릭,NULL,NULL,NULL
399,492,184624,부르봉가구 몽블랑 초극세사 3 4 5인용 소파(B9001),580000,5405717531,False,54,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,493,184624,무중력의자 2018특가 세일중!정품 AC,39900,90060660,False,20,,,False,무중력의자,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,494,184624,"1인용쇼파 홈쇼핑 홍대가구 리클라이너 수유의자 슬립온 소파 다다미 1인 누운 의자 발코니 가정용 캐주얼 침, 11 레드 빅 플라워",264500,4786826919,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,495,184624,"CHINA KINO 가구 패브릭 다용도 무중력의자 침대 소파 체어, 자주색",717000,5153168632,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,496,184624,코스트코 리클라이너 게이밍 의자 좌식 1인용 쇼파흔들 안락 성인 그물 유명인 북유럽,405200,5244944292,False,36,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,498,184624,"리클라이너의자 대나무흔들의자, #05 흔들의자(곤색 긴 방석)증정 쿠션",141800,1293389463,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,499,184624,"제조업자 족욕을 함 발을씻다 귀파개 슈나우져미용 잠을 자다 무늬와 자수 전동 네일숍 모래, 전동 소파 6번",409500,5396605068,False,33,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,500,184624,"좌식리클라이너 슬립온 소파 다다미는 침대용 방석 등받이 1인용 다리 없는 침대 베란다의자, 19 그레이+매트",244750,4633973789,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,501,184624,"북유럽 1인용 리클라이너 편안한 독서 거실 서재 의자 체어 102515 게으른 소파 단일 작은 귀여운 안락 의자 발코니 홈 라운지 의자 다다미 침실 그물 팥 가방 소파, 블랙 싱글",177600,5417722978,False,40,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,502,184624,"제조업자 족욕 궤 발마사지 경제적유형 사우나 발을씻다 가게 슈나우져미용 중간, 토호 골드 휴대폰 거치대 맟춤제작",176100,5390698176,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,503,184624,"리클라이너 의자 소파 1인용 점심 휴식 안락 의자 홈 간단한 접는 의자 작은 야외 레저 등받이 의자 낮잠 침대 게으른, 11",345800,5349679991,False,9,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,504,184624,"1인용 리클라이너 쇼파 접이식 침대 낮잠 사무실 신기잠집 겸용의자 휴대용 어린이 1인 행군, 14 보강원관침대회+4D통기매트",82000,5063707795,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,505,184624,"쇼 리클라이너 자동 소파 거실 편한 헤드레스트 수유 수면 의자 전동 쇼파(4인용), 네이비",1207000,1491536445,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,506,184624,"무지 리클라이닝 하이백 쇼파 1인용 리클라이너 의자 무인양품 oem, 싱글 시트 + 페달 [옐로우] 스펀지",274700,4551464810,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,507,184624,"소파 침실 1인용 컴퓨터 소파 접이식 등받이 bj 게이밍 편한 편안한, F",183300,5459723897,False,41,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,508,184624,"쿠시퍼 1인용 리클라이너 소파 CU-752A/CU-753A 릴렉스체어 브라운 베이지, CU-752A(라이트브라운)",190000,4386796344,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
415,510,184624,"DIPYLON 미용소파 전동 풋 케어 소파 침대 족욕 발 마사지 문수 네일 세척 벤치, 전동 90 와이드 컬러 비고",339200,5585040080,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,511,184624,"리클라이너의자 여름 캔버스 휴대하기좋은 휴식 접이식침대 수면의자 싱글 브레이크타임 낮잠 침대사무실 누울수있는의자 비치 침대, T12-(머리포함 지부 장대)블랙(패드)",101700,5576478524,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,512,184624,"리클라이너의자 낮잠의자 누울수있는의자 사무실 등받이의자 접이식의자 싱글 캐주얼 사무 싱글의자, T16-코듀로이 로즈+네발 대변 딥레드",127300,5541494181,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,513,184624,"윙체어 1인용리클라이너 이서진 스윙소파 쇼파 토널 믹스 앤 매치 미국 컨트리 복고풍 스타일의 가구 패치 워크 디자인 싱글 소파 호랑이 의자 라운지 의자, 플랫 페달, 진한 갈색 커피 꽃",382000,4506801426,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,514,184624,"1인용 리클라이너 모듈 소파 안마 맞춤 제작 1인 집 발코니 휴식의자 침실 거실 흔들, 16 오렌지 피규어 고정형",797400,5206336747,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,515,184624,"리클라이너의자 접이식 노인 임산부 좌변기 가정용 소변기 변기 이동, T09-44높은접이식 스테인레스 R3+판 R3B",34800,5528599853,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,516,184624,"리클라이너의자 접이식 회의용의자 양성 의자포함 글쓰기판 문화 활동 접이식의자 두꺼운 사무 등받이, T01-블루 홑의자",28000,5534115303,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,517,184624,"1인용쇼파 홈쇼핑 홍대가구 리클라이너 수유의자 슬립온 북유럽 달팽이 의자 침실 발코니 거실 캐주얼 현대 1, 11 핑크 와이드 싱글 의자",387500,4786806517,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,518,184624,"코스트코 무지 1인 리클라이너 소파 수유 의자 게으른 소파 콩 가방 다다미 침실 단일, 레드 80",174100,4804575810,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,519,184624,"좌식리클라이너 빈백 소파 다다미 누운 의자 1인용 접이식 바닥 다리 없는 다기능 등받이, 17 S32P19레몬빅사이즈+발싸개",137750,4390989367,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,520,184624,"흔들 소파 의자 1인 리클라이너 쇼파 가죽 조리개 집용 어른 북유럽 발코니 원목 거실 1, 01 베이지/77",404500,4645069468,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,521,184624,"무중력의자 3단특대형침대의자 리클라이너, 네이비",34900,282436348,False,0,,,False,무중력의자,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,522,184624,"1인용리클라이너소파 뉴타입 패브릭쇼파 상점 휴식장소 판매부 가정용 누울수있는의자 좌식의자 싱글 2인 가구 인라인 실내 C02-노란색 업그레이드 원목레그 노란색--업그레이드 T17-빅사이즈 3인용, T01-싱글, C01-다크그레이 업그레이드 원목레그 다크그레이--업그",130860,5167628061,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,523,184624,"컴퓨터 소파 의자 기숙사 학생 안락 윙 체어 1인 리클라이너 쇼파 릴렉스 스네일, 밝은 오렌지색 홀몸 의자",42800,5485248086,False,31,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,524,184624,"노르딕 감성 벨벳 스네일 달팽이 쇼파 체어 의자, BP",1449800,4781053021,False,50,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,525,184624,"1인용 리클라이너 쇼파 벤치 접이식 점심 발코니 등받이 낮잠 의자 캐주얼 가정용 침대, 04 [듀얼파이프] 합금단추 까만색",104500,5062409307,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,526,184624,"1인용 리클라이너 쇼파 흔들의자 어른 낮잠자리 접이식 대나무 _299, 09 누운 의자[보랏빛 방석]",189000,5069588464,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,527,184624,"스트레스리스리클라이너 기쁨 Xiaolong의 같은 소파 게으른 패브릭 풀 버클 31, 개인, 사용자 정의 크기 및 색상",343500,5352168761,False,8,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,528,184624,"1인 꿀잠의자 전동 리클라이너 소파 원룸꾸미기 족욕 모래발생 마사지 베드발 모래발동 네일, 01 카마 로퍼 수동",1234400,4771455921,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,529,184624,"리클라이너 의자 소파 1인용 점심 식사 안락 의자 안락 의자 성인 여름 안락 안락 의자 안락 의자, 13",402800,5349676626,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,530,184624,"1인용 리클라이너 쇼파 휴대용 낮잠 사무실 접이식 점심휴식가 등받이 의자 비치 체어 간, 21 ★메모리 베개 보내기[수제화 넝쿨 엮기",114500,5064458231,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,531,184624,"1인용 수면의자 모션쇼파 1등 우주선 모래출발 1인 소파 의자 거실 다용도 전동, 04 납미피, 03 전동좌대 USB 충전 인터페이스",2170800,5567590271,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,532,184624,"1인용리클라이너 소파 1인의자 자취생 사람 다다미 거실 침실 선반 위 접이식 등받이 수유, 03 하늘색",100400,5525266590,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,533,184624,"공연장 3단접이식 낚시의자 레스다 접이식 눕방 낮잠자리 백사장 휴대용 발코니 캐주얼 가정용 의자 등받이 게으른 사람 소파, 01 업그레이드된 토털 원관에 쫀쫀한 사선",314600,5564728942,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,534,184624,"1인용 리클라이너 쇼파 _221, 05 2020년형 블루투스 블루투스 화이트",127000,5070327182,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,535,184624,"좌식리클라이너 1인용 침대 수유 잠자리 착지 소파 다리 없는 게으름의자 다다미 무발의자, 07 6칸 라지 사이즈 그린 [허리베개]",101500,4321471302,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,536,184624,"해외 애신 접이식침대 낮잠자리 1인용 의자 행군침대 들침대 사무실리클라이너-14922, 옵션13, 단일옵션",131000,4994051149,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,537,184624,"좌식 등받이조절식 리클라이너 소파 메쉬 레드 슬립온 소파 다다미 눕방 침실 작고 JC-000214631, 08 빅픽처",117000,4919281965,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,538,184624,"사무용 컴퓨터 편안한 의자 리클라이너 스툴 집에서 게으른 학생 기숙사의 침실로 게임 소파, 01 고정 손잡이, 01 2세대 업데이트 도톰한 스웨이드 그레이, 01 강철로 만든 발",178480,5400537072,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,539,184624,"1인용 리클라이너 쇼파 접이식 의자 벤치룸 낮잠 낮잠 의자 가_12, 07 5.0판(굵은 파이프) 강슬린 스트라이",124750,5071423798,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,541,184624,"리클라이너 소파 모듈소파 1인용쇼파 밀크티 하우스 테이블의자 조합 디저, 01 정부배정, 01 싱글 콤비네이션",912000,4786813144,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,542,184624,"해외 아기 달래기 아기 흔들의자 돌리개 아기 요람 털기리클라이너-14926, 옵션19, 단일옵션",24500,4994051200,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,543,184624,"코스트코 리클라이너 게이밍 의자 좌식 1인용 쇼파게으른 소파 싱글 리클라이닝 룸 작은, 머리 조절 가능한 바다색 페달",298100,4855984440,False,23,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,544,184624,"각도조절 무중력 바퀴달린 벤치 컴퓨터 의자 가정용 안락한 앵커 생방송 게임 등받이, 01 회전 리프트 손잡이, 03 다크 레드(라텍스 쿠션) 마사지 증정, 오류 발생시 문의 ( 건솔02 )",168480,5459811800,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,545,184624,"1인용 리클라이너 3인용쇼파 모유 수유 게으름뱅이 소파 북유럽 싱글 귀비 거실, 08 옅은 회색",464900,4582250993,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,546,184624,"1 2 3 4인용 전동 리클라이너 쇼파 좌식 소파 수면의자 북유럽 슈퍼 소프트 다운, 페달, 라텍스 입자 일반 직물",801500,5455810916,False,34,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,547,184624,"리클라이너의자 접이식 누울수있는의자 오후휴식 낮잠 베란다 캐주얼 등받이 빈백쇼파 휴대용의자 해변 의자가정용, T15-(다양한단계 각관)에메랄드+4D통기성 매트",73200,5584143742,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,548,184624,"1인용리클라이너 소파 1인의자 자취생 다다미 기숙사 1인분의 창문 발코니 바닥 작은 컴퓨, 27 보청색",86000,5526010675,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,549,184624,"리클라이너의자 실목 비치체어 나무재질 누울수있는의자 접이식의자 옥스퍼드 캔버스 낮잠의자 의자휴대 의자흔들의자, T15-빨간색",82700,5576436517,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,550,184624,"수유의자 1인용 리클라이너 쇼파 LOVEFAMILY 임산부용 산모좌월자침대포유수유보호대, 18 레귤러핏 보아 블랙",121700,5539228500,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,551,184624,"1인 좌식 리클라이너 소파 쇼파 원룸꾸미기 바조 북유럽 가죽 나비의자 리얼 접이식 의자, 오류 발생시 문의 ( 커들 )",779200,4677304964,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,552,184624,"자유자재로 하다 발마사지 족욕을 함 소파 발을씻다 싱글 캐쥬얼 마사지침대 크기, 라이트블루 （A07 ）70 *14 가",21300,4685305448,False,48,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,553,184624,"리클라이너의자 2019스테인리스 좌변, #03 33CM비접기 보강한 두께강화 통이 없다(두꺼운 패드를 보내다",58500,2212981507,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,554,184624,"리클라이너의자 맹종죽 접이식 원형의자 등받이 접이식의자 휴대용 휴대 낚시 스툴 낮은의자 가정용, T05-라지 피서 접이식의자",39900,4980947716,False,0,,,False,,"7,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,555,184624,"무중력의자 홈쇼핑 1인용 원룸 슬립온 소파 다다미 발코니 레드 캐주얼 사무실 컴퓨터 의자, 01 소프트베이지/M-L",199140,4356987835,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,556,184624,"리빙 다이닝 아쿠아텍스 리클라이너 소파 창의적 게으른 심플 침실 작은 1인 레저 가정용, 10 사각의자 은하회(기모)",200450,5004096917,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,557,184624,"패브릭 좌식 무중력 리클라이너소파 참가죽 멀티 기능의 호두층 소가죽과 같은 1등 모던 클래스 소파 심플 전동 스트레칭 거실, 귀비 전동, 01 조합하다",5258000,5549946165,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,558,184624,"쇼파 안락의자 1인용 리클라이너 창의적이고 개성있는 슬립온 호박 소파 거실 캐주얼 눕방, 05 자주색",515280,4688318032,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,559,184624,"릴렉스 리클라이너 게으름뱅이 소파 1인용 작은 접이식 침대 의자 숙소 베란다, 23 세라마바이올렛",203750,4790811203,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
